,reviewID,cust_travel_type,travel_custer_no,custCountry,countryRegion,star_rating,comment,Concept_bed,Concept_easy,Concept_bad,Concept_small,Concept_place,Concept_easy to access,Concept_expensive,Concept_wifi,Concept_like,Concept_night,Concept_helpful,Concept_pool,Concept_problem,Concept_singapore,Concept_comfortable,Concept_old,Concept_friendly,Concept_pleasant,Concept_would recommend,Concept_satisfied,Concept_hotel,Concept_quiet,Concept_service,Concept_location,Concept_excellent,Concept_large,Concept_check in,Concept_good,Concept_convenient,Concept_clean,Concept_price,Concept_time,Concept_relaxing,Concept_restaurants,Concept_stay,Concept_breakfast,Concept_room,Concept_fast,Concept_food,Concept_staff,Concept_family,Concept_bath room,Concept_shopping,Concept_experience,Concept_free,Concept_mrt,Concept_better,Concept_roomy,Concept_nearby,Concept_swimming pool
42102,963,Business Travelers,2.0,Australia,Oceania,9.3,"I enjoyed my stay at the Grand Park Orchard and would definitely stay there again. The check-in was smooth and easy. The bar was extremely well run by Errol and his team - very professional. I used the gym and went for daily runs and found the gym extremely well appointed, clean and easy to use. The location of the hotel is excellent - opposite a coffee shop which makes breakfast outside the hotel an easy option. The daily papers were delivered early and I found it easy to catch taxis, shop, walk around and experience a lot of Orchard area by foot.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42111,1702,Couples,1.0,Singapore,South East Asia,7.3,"Staying in the club room allow us to have access to the club facilities. The hot water jacuzzi pool was good as we don't feel cold even if we were swimming at night. Quiet with night scenery which overlook the city. The gym though small but was fully equipped with many sports machines and even steam bath and sauna. The bed was comfy and the room was clean, neat but a little small to be considered a club room. Overall the experience was great. We're sure to visit it again. :)",1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42120,4825,Business Travelers,2.0,Philippines,South East Asia,9.0,It was perfect! Receptionist is very accommodating most especially that we are Filipinos. A lot of Filipinos working in the hotel industry of singapore so expect a very warm ACCOMODATION.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42129,5111,Solo travelers,6.0,Singapore,South East Asia,5.7,The check in was simple n fast. Although exterior looks old but room all in great condition,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
42138,783,Groups,5.0,Singapore,South East Asia,7.3,"Polite staff, near mrt , food court and bakery , pedicure and fast food downstairs, food not very nice",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0
42147,3598,Families with Young Children,4.0,Singapore,South East Asia,8.7,Overall good. Large room and bathroom. Shuttle bus to rws and Rest of sentosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
42156,3214,Business Travelers,2.0,Japan,East Asia,8.3,"very nice room, too much business to enjoy the beautiful pools, Chinese restaurant was terrific, staff friendly,,,,agoda rate was terrific. So close to the Orchard Street shopping yet a quiet haven.... the spa is really next door, so access is more limited than the materials suggest. The Sunday tea seems to be quite the event!",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
42165,4375,Business Travelers,2.0,Hong Kong,East Asia,6.7,"so far been staying in this hotel almost every month of my trip. basically everything is ok, but due to it is a english sch for student. sometimes it is pretty noisy when have children playing at night. even in the middle of the night, we have make a complain to make them stop. Other then that breakfast is a bit weird, it is very plain n not many choices to choose. A bit tough to get cab around 3-4 pm.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42174,2530,Solo travelers,6.0,Singapore,South East Asia,8.7,"A good hotel for a weekend staycation. Being located in the business district means it's typically quite quiet on the weekends. However, the buffet spread available at the hotel itself is decent. It is also a Couples of minutes away from Vivocity, and the rest of Singapore, since Singapore is really small. Nice swimming pool. Gives you the spa resort feel even though you're in the middle of sky scrapers.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42183,4860,Couples,1.0,Singapore,South East Asia,10.0,"Fast checked in n checked out. I enjoy the club rooms bec I can hav a quiet breakfast in the lounge. Lounge serves tea time, cocktails n breakfast where I could enjoy it leisurely at my own speed n not crowded. Club rooms offers late checkout 3pm. The rooms are spacious and I m a smoker, thus even the room is non smoking, I have a balcony with open air to smoke",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
42201,3658,Couples,1.0,Singapore,South East Asia,6.3,"The hotel is quite a distance to the Universal Studios and S.E.A. Aquarium. Fortunately, there is shuttle bus to ferry you around at a 15-min interval. However, the Adventure Cove is just beside the hotel. You can buy admission ticket from hotel and hotel staff can open the back gate for entry and can also return to hotel from back gate.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42210,3660,Couples,1.0,Indonesia,South East Asia,8.0,its in singapore but you dont feel like it. the ambience and surounding make you feel in the jungle of the island. quite romantic also,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42219,1649,Groups,5.0,Singapore,South East Asia,9.3,"the check-in and check-out was very fast and efficient. the staff was very personable and helpful. the rooms are very comfortable, clean and nice. everything was in working condition. the selection from the mini bar was great and all included in the room rate. the bath tub was very spacious and faced the nature/sea, the bed also had the same facing. loved the view. it has been a wonderful stay and i would definitely come back again",1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
42228,5721,Business Travelers,2.0,Malaysia,South East Asia,9.0,"Hotel is newly re-furnish, clean and the room is very well decorated. The room is having city view. All the basic hotel facility is there and the bed design is a bit high for Asian, probably it is design for Europe visitors. Didn't try the hotel food as not cover in the Agoda booking.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
42246,1524,Families with Young Children,4.0,Singapore,South East Asia,6.0,"not much staff being seen in this hotel. not easy to get a taxi, saw a lots of guest walk out to the small road behind to get a taxi or ask the taxi to come in to pick up the rest. I was waiting for taxi with children's and bag, not convenient to walk out, therefore a lots of other guests get ahead of me. No indication for taxi to turn into hotel at all, nobody assist to help flag a taxi, have to ask hotel staff to on-call a taxi for me in the end. I was late for my children class",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42255,4331,Families with Young Children,4.0,Philippines,South East Asia,8.7,"good, far from shooping area, but a quiet area, good, far from shooping area, but a quiet area, good, far from shooping area, but a quiet area, good, far from shooping area, but a quiet area, good, far from shooping area, but a quiet area,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42273,1346,Business Travelers,2.0,Australia,Oceania,7.3,"Stayed here as I had business right across teh road, older style hotel although going through upgrades and for price to be located right on Orchard Road you really couldnt complain.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42282,5732,Solo travelers,6.0,Australia,Oceania,8.0,Good first time for me and will most likely go there again. good position in a good part of town.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42291,193,Couples,1.0,China,East Asia,9.3,"Great exprience, mainly by software i.e. great staff. Smiles are everywhere.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42300,5149,Families with Young Children,4.0,Indonesia,South East Asia,8.7,"A very nice staying experience, the room was okay and the location is very strategic.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42309,3970,Business Travelers,2.0,Sri Lanka,South Asia,4.0,"Good. Comfy beds, close to Mustafas and food courts and shopping areas.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42318,2780,Business Travelers,2.0,Singapore,South East Asia,8.0,"Good stay, city area but quite quiet, friendly waiter and waitress, near Funan digital mall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42327,1680,Families with Young Children,4.0,Brunei Darussalam,South East Asia,7.3,"Things were nice until the 2nd night where the maintenance crew sprayed some paint to the aircon tunnel which pollute our room with the chemical smell. The staff knew about it and didn't have the initiative to move us to another room. We couldn't stand the smell and request for a room change. Other than this incident, every thing was fine as expected.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
42336,1963,Solo travelers,6.0,Malaysia,South East Asia,6.0,"not worth the money that i paid for this hotel. it is currently undergoing some way overdue renovation/refurbishments. my room was simply not up to scratch for it to be considered a 5 star hotel. CONS :dirty bed and toilet, stained mirrors. the room just looks and feels way too old for it to be considered a comfortable stay for me. PRO: very helpful and friendly staff, convenient location, pretty decent breakfast would not recommend anyone to stay here until the renovation/refurbishments are done. there are plenty of other 5 star hotels around the area that offer much better value for money imho. overall, quite disappointed and never going back",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
42337,2082,Solo travelers,6.0,Malaysia,South East Asia,6.0,"not worth the money that i paid for this hotel. it is currently undergoing some way overdue renovation/refurbishments. my room was simply not up to scratch for it to be considered a 5 star hotel. CONS :dirty bed and toilet, stained mirrors. the room just looks and feels way too old for it to be considered a comfortable stay for me. PRO: very helpful and friendly staff, convenient location, pretty decent breakfast would not recommend anyone to stay here until the renovation/refurbishments are done. there are plenty of other 5 star hotels around the area that offer much better value for money imho. overall, quite disappointed and never going back",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
42354,5317,Families with Older Children,3.0,Thailand,South East Asia,8.0,actually it's good but i'm a bit disappointed about this time i stay cause i got an old room. the room is not the same as last time i were here. i got room on 18th floor and it is very old room and not the good one. last time i were here the room is very nice same as in the picture has shown in the website but this time is different. so i'm a bit disappoint.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42363,3269,Couples,1.0,Singapore,South East Asia,8.0,Room design was nice. Double room is spacious and amenities were good. Staff very helpful and friendly... Good location in shopping district. A lot of things to do around hotel.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
42381,4971,Business Travelers,2.0,Hong Kong,East Asia,6.0,"the bed is large but the mrt is a bit far. clean. staff attidue fair. good for shopping as it's located at the most famous shopping distrcit - orchid. however, the hotel is at the end of the district so you get prepared to walk a bit.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
42390,723,Families with Young Children,4.0,Malaysia,South East Asia,7.0,quite good but hotel should provide wifi free.why should the hotel guest hv to pay xtra charge for wifi?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42399,1542,Families with Young Children,4.0,Russia,Europe,9.7,"Lovely stay, green oasis in Singapore. - In room shower cabin had constantly smell of urine (Villa 15). Had to take outdoor shower, that's a bit weird when its dark.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42408,3919,Business Travelers,2.0,Indonesia,South East Asia,5.0,"overall, Parc Sovereign is good place to stay. Instead my next-door room's guests are very noisy, and i don't know why I easily can hear other door open and close, or people walk in the alley.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
42417,208,Solo travelers,6.0,Australia,Oceania,7.7,I was told by the reception staff that there were no rooms available. I then booked a room at the hotel on the internet at reception! Very disappointing service…,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42426,3405,Business Travelers,2.0,India,South Asia,7.7,Quite ok and value for money compare to other hotels around this area. Since its near to city center quite accessible.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42435,928,Families with Older Children,3.0,Vietnam,South East Asia,7.7,"My stay at York was ok, reasonable price for reasonable room condition, the only minus is that there is no wifi and no internet access point anywhere in the hotel",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42453,5458,Business Travelers,2.0,Malaysia,South East Asia,6.3,Something wrong with lift during peak hour when we try to get to our room.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42462,4165,Solo travelers,6.0,United States of America,North America,4.3,"location poor, rate too high and without breakfast, restaurant in lobby bad food, no close by places to walk and eat. should be apartments, not hotel",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
42471,4867,Couples,1.0,Singapore,South East Asia,8.0,The bathroom was rather small for a club room. Service was friendly and efficient. Great tasting food.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
42489,5347,Couples,1.0,Indonesia,South East Asia,8.3,"This Hotel is Really Worth With Heritage Package SGD80 Voucher for free at orchard central, location near bugis mrt ust 5minutes from door step, room is little old, but need improvement and a little renovation maybe good",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
42498,3355,Business Travelers,2.0,Hong Kong,East Asia,7.7,"My first time in this hotel. I love the restaurants around the hotel, which you have many choices of restaurants within 15 mins walking distance. If you like Indian food, this is a paradise to you. However, the room is a little bit small which is the similar problem of many hotels in Singapore, probably due to the high property cost.",0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
42516,1177,Couples,1.0,Singapore,South East Asia,7.3,"good but room can be improved judging from the numerous 5-star hotel i've stayed in before. apart from the good view from high floors, there wasn't much to say about it. staff members were great though. i checked in within 5 minutes. checking out was hassle-free too. best thing about the hotel is the location; very well located with various restaurants of several cuisines. airport is 20min away. recommended but not highly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
42525,1967,Families with Older Children,3.0,Singapore,South East Asia,8.3,We are just disappointed that there is no bathtub in the toilet though upon checking in the website it stated that every room there is bathtub available! Me & children are so used to bubble bath wherever we travel or staycation.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42526,2086,Families with Older Children,3.0,Singapore,South East Asia,8.3,We are just disappointed that there is no bathtub in the toilet though upon checking in the website it stated that every room there is bathtub available! Me & children are so used to bubble bath wherever we travel or staycation.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42543,4546,Couples,1.0,Israel,Middle East,10.0,"excelent service ,when we arrive they upgrade us to a family suite on the 11th floor,the two badroom suite was great ,clean and well design.fast elevators and close to all universal studio attractions...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
42552,1227,Solo travelers,6.0,United Kingdom,Europe,10.0,REALLY ENJOYED. WILL MUST LIKELY REPEAT MY STAY WHEN NEXT I VISIT SINGAPORE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42561,1193,Families with Young Children,4.0,Indonesia,South East Asia,8.7,The hotel actually not to close to mrt station. Need to cross street from underground e few time to reach the hotel from mrt station.The hotel was nice and big. The bath room also big with shower and bathtub separately.The swimming pool was awesome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
42570,138,Couples,1.0,Australia,Oceania,10.0,"most amazing experience I have had as a guest of a hotel yet. The pool is amazing, the view is amazing, the options for casino, bars or restaurants is amazing. I recommend to see the Gardens by the bay and get pics of the hotel from there at night. Well worth the money spent on the room for the experience of staying in an architectural marvel !",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
